no,facility,type,jigyosyo_cd,service_cd,vacancy,capacity,waiting_count,vacancy_date,public_value,checked_at_jst,feature_http_status,detail_http_status,status,error,feature_url,detail_url
65,芳香苑,特別養護老人ホーム,1370803429-00,510,0,0,0,2025-08-13,0/0人,2026-09-21T04:09:13+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370803429-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370803429-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
66,カメリア,特別養護老人ホーム,1370804096-00,510,2,110,26,2026-09-07,2/110人,2026-09-21T04:09:16+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370804096-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370804096-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
67,あかつき苑,特別養護老人ホーム,1370805200-00,510,0,100,5,2025-08-14,0/100人,2026-09-21T04:09:18+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370805200-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370805200-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
68,故郷の家・東京,特別養護老人ホーム,1370805820-00,510,0,98,0,2025-08-15,0/98人,2026-09-21T04:09:20+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370805820-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370805820-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
69,タムスさくらの杜 亀戸,特別養護老人ホーム,1370807347-00,510,1,30,0,2026-09-01,1/30人,2026-09-21T04:09:22+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370807347-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370807347-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
70,品川区立戸越台特別養護老人ホーム,特別養護老人ホーム,1370902924-00,510,0,72,0,2026-07-20,0/72人,2026-09-21T04:09:24+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370902924-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370902924-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
71,品川区立中延特別養護老人ホーム,特別養護老人ホーム,1370902940-00,510,0,0,31,2025-07-30,0/0人,2026-09-21T04:09:26+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370902940-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370902940-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
72,品川区立荏原特別養護老人ホーム,特別養護老人ホーム,1370902932-00,510,2,120,53,2025-09-29,2/120人,2026-09-21T04:09:29+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370902932-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370902932-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
73,晴楓ホーム,特別養護老人ホーム,1370900316-00,510,1,80,50,2026-09-15,1/80人,2026-09-21T04:09:31+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370900316-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370900316-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
74,かえで荘,特別養護老人ホーム,1370900308-00,510,2,80,0,2026-06-03,2/80人,2026-09-21T04:09:33+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370900308-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370900308-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
75,品川区立八潮南特別養護老人ホーム,特別養護老人ホーム,1370903625-00,510,0,81,30,2025-07-25,0/81人,2026-09-21T04:09:35+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370903625-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370903625-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
76,ロイヤルサニー,特別養護老人ホーム,1370900985-00,510,0,60,64,2026-09-01,0/60人,2026-09-21T04:09:37+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370900985-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370900985-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
77,成幸ホーム,特別養護老人ホーム,1370900290-00,510,3,88,0,2026-09-19,3/88人,2026-09-21T04:09:40+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370900290-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370900290-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
78,品川区立杜松特別養護老人ホーム,特別養護老人ホーム,1390900619-00,540,2,29,,2025-08-04,2/29人,2026-09-21T04:09:42+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1390900619-00&ServiceCd=540&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1390900619-00&ServiceCd=540&action_kouhyou_detail_024_kihon=true
79,品川区立平塚橋特別養護老人ホーム,特別養護老人ホーム,1370904631-00,510,0,0,130,2025-06-20,0/0人,2026-09-21T04:09:44+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370904631-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370904631-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
80,品川区立上大崎特別養護老人ホーム,特別養護老人ホーム,1370904771-00,510,0,102,31,2025-08-03,0/102人,2026-09-21T04:09:46+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370904771-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370904771-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
81,グランアークみづほ,特別養護老人ホーム,1370905067-00,510,2,81,59,2026-09-16,2/81人,2026-09-21T04:09:48+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370905067-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1370905067-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
82,目黒区立特別養護老人ホーム東が丘,特別養護老人ホーム,1371000280-00,510,2,100,0,2025-08-02,2/100人,2026-09-21T04:09:51+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371000280-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371000280-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
83,目黒区立特別養護老人ホーム東山,特別養護老人ホーム,1371000777-00,510,0,0,700,2023-03-10,0/0人,2026-09-21T04:09:53+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371000777-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371000777-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
84,目黒区立特別養護老人ホーム中目黒,特別養護老人ホーム,1371000272-00,510,0,55,0,2024-10-29,0/55人,2026-09-21T04:09:55+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371000272-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371000272-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
85,清徳苑,特別養護老人ホーム,1371000256-00,510,4,90,4,2026-08-15,4/90人,2026-09-21T04:09:57+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371000256-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371000256-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
86,青葉台さくら苑,特別養護老人ホーム,1371000298-00,510,0,101,0,2026-09-10,0/101人,2026-09-21T04:09:59+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371000298-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371000298-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
87,駒場苑,特別養護老人ホーム,1371000264-00,510,3,57,0,2026-09-01,3/57人,2026-09-21T04:10:01+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371000264-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371000264-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
88,目黒中央の家,特別養護老人ホーム,1371004936-00,510,1,84,212,2025-08-06,1/84人,2026-09-21T04:10:04+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371004936-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371004936-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
89,こぶしえん,特別養護老人ホーム,1371005222-00,510,1,120,50,2026-09-02,1/120人,2026-09-21T04:10:06+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371005222-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371005222-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
90,さんホーム目黒,特別養護老人ホーム,1371005255-00,510,2,96,0,2026-08-24,2/96人,2026-09-21T04:10:08+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371005255-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371005255-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
91,特別養護老人ホーム大森,特別養護老人ホーム,1371110535-00,510,3,87,521,2026-09-04,3/87人,2026-09-21T04:10:10+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371110535-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371110535-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
92,特別養護老人ホーム羽田,特別養護老人ホーム,1371113091-00,510,2,100,0,2026-07-10,2/100人,2026-09-21T04:10:12+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371113091-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371113091-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
93,大田区立特別養護老人ホーム蒲田,特別養護老人ホーム,1371100320-00,510,0,104,0,2025-04-09,0/104人,2026-09-21T04:10:14+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371100320-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371100320-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
94,特別養護老人ホーム池上,特別養護老人ホーム,1371110543-00,510,0,102,437,2025-04-11,0/102人,2026-09-21T04:10:17+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371110543-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371110543-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
95,大田区立特別養護老人ホームたまがわ,特別養護老人ホーム,1371101518-00,510,0,0,541,2025-09-19,0/0人,2026-09-21T04:10:19+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371101518-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371101518-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
96,大田翔裕園,特別養護老人ホーム,1371103811-00,510,0,120,11,2026-09-13,0/120人,2026-09-21T04:10:21+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371103811-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371103811-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
97,好日苑,特別養護老人ホーム,1371100346-00,510,4,138,0,2026-09-10,4/138人,2026-09-21T04:10:23+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371100346-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371100346-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
98,いずみえん,特別養護老人ホーム,1371104181-00,510,3,150,450,2026-08-20,3/150人,2026-09-21T04:10:26+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371104181-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371104181-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
99,ゴールデン鶴亀ホーム,特別養護老人ホーム,1371101344-00,510,0,80,475,2026-08-26,0/80人,2026-09-21T04:10:28+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371101344-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371101344-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
100,フロース東糀谷,特別養護老人ホーム,1371105568-00,510,0,160,7,2026-09-15,0/160人,2026-09-21T04:10:30+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371105568-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371105568-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
101,千里,特別養護老人ホーム,1371108273-00,510,0,64,93,2026-09-18,0/64人,2026-09-21T04:10:34+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371108273-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371108273-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
102,バタフライヒル大森南,特別養護老人ホーム,1371108513-00,510,0,80,37,2026-07-28,0/80人,2026-09-21T04:10:38+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371108513-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371108513-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
103,特別養護老人ホーム馬込,特別養護老人ホーム,1371111236-00,510,0,30,0,2025-08-15,0/30人,2026-09-21T04:10:41+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371111236-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371111236-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
104,生寿園,特別養護老人ホーム,1371111210-00,510,2,81,381,2026-09-01,2/81人,2026-09-21T04:10:43+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371111210-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371111210-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
105,花みずき,特別養護老人ホーム,1371111319-00,510,6,84,0,2026-09-02,6/84人,2026-09-21T04:10:45+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371111319-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371111319-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
106,さくらのみち紫苑,特別養護老人ホーム,1371111657-00,510,4,34,0,2026-08-04,4/34人,2026-09-21T04:10:47+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371111657-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371111657-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
107,介護老人福祉施設 ケアホーム千鳥,特別養護老人ホーム,1371111913-00,510,3,84,224,2026-08-31,3/84人,2026-09-21T04:10:49+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371111913-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371111913-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
108,誠心園,特別養護老人ホーム,1371112721-00,510,0,75,100,2026-09-01,0/75人,2026-09-21T04:10:52+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371112721-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371112721-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
109,大田区立特別養護老人ホーム糀谷,特別養護老人ホーム,,,,,,,,2026-09-21T04:10:54+09:00,,,skipped_no_official_url,,,
110,寿満ホームかみきたざわ,特別養護老人ホーム,1391201082-00,540,0,0,,2022-07-21,0/0人,2026-09-21T04:10:54+09:00,200,200,ok_partial_public_value,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1391201082-00&ServiceCd=540&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1391201082-00&ServiceCd=540&action_kouhyou_detail_024_kihon=true
111,フレンズホーム,特別養護老人ホーム,1371200633-00,510,1,65,30,2026-01-27,1/65人,2026-09-21T04:10:56+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371200633-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371200633-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
112,第2有隣ホーム,特別養護老人ホーム,1371200625-00,510,1,36,154,2026-09-01,1/36人,2026-09-21T04:10:58+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371200625-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371200625-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
113,有隣ホーム,特別養護老人ホーム,1371200583-00,510,4,99,120,2025-08-01,4/99人,2026-09-21T04:11:01+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371200583-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371200583-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
114,世田谷希望丘ホーム,特別養護老人ホーム,1371215086-00,510,0,110,26,2026-08-26,0/110人,2026-09-21T04:11:03+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371215086-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371215086-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
115,久我山園,特別養護老人ホーム,1371200609-00,510,2,72,61,2026-09-18,2/72人,2026-09-21T04:11:05+09:00,200,200,ok,,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371200609-00&ServiceCd=510&action_kouhyou_detail_feature_index=true,https://www.kaigokensaku.mhlw.go.jp/13/index.php?JigyosyoCd=1371200609-00&ServiceCd=510&action_kouhyou_detail_024_kihon=true
